,date,f0,f1,f2,f3,f4,f5,f6,f7,f8
502,1991-11-01,0.010617,-0.0078874,0.11547,0.57817,0.29535,-0.033855,0.1665,-0.0044799,0.080114
503,1991-12-01,0.032526,0.16316,0.23122,0.55943,0.30051,-0.026765,0.16393,-0.0041115,0.080102
504,1992-01-01,0.055381,0.28671,0.3089,0.52647,0.30458,-0.019707,0.16133,-0.003743,0.080091
505,1992-02-01,-0.036299,0.28873,0.33789,0.4794,0.30758,-0.012687,0.15868,-0.0033746,0.080079
506,1992-03-01,0.022639,0.20076,0.31967,0.42007,0.30951,-0.0057117,0.156,-0.0030062,0.080067
507,1992-04-01,-0.016136,0.15865,0.2642,0.35099,0.31039,0.0012101,0.15329,-0.0026378,0.080056
508,1992-05-01,0.015767,0.079998,0.18291,0.27473,0.31021,0.0080712,0.15053,-0.0022694,0.080044
509,1992-06-01,-0.018696,-0.11217,0.087248,0.19387,0.309,0.014864,0.14775,-0.0019012,0.080033
510,1992-07-01,0.022303,-0.27368,-0.011371,0.111,0.30675,0.021583,0.14493,-0.001533,0.080021
511,1992-08-01,-0.025432,-0.35435,-0.10151,0.028682,0.30347,0.028223,0.14208,-0.001165,0.08001
512,1992-09-01,-0.014074,-0.41602,-0.17174,-0.050498,0.29916,0.03478,0.13919,-0.00079705,0.079998
513,1992-10-01,0.031537,-0.44786,-0.21064,-0.12397,0.29383,0.041251,0.13628,-0.0004293,0.079986
514,1992-11-01,-0.035984,-0.41272,-0.21047,-0.18919,0.28748,0.047635,0.13334,-6.1711e-05,0.079975
515,1992-12-01,0.041884,-0.26416,-0.17827,-0.24415,0.28012,0.05393,0.13037,0.00030568,0.079963
516,1993-01-01,0.0099727,-0.037585,-0.12411,-0.28814,0.27173,0.060132,0.12737,0.00067286,0.079952
517,1993-02-01,-0.052508,0.19735,-0.057536,-0.32121,0.26233,0.06624,0.12435,0.0010398,0.07994
518,1993-03-01,-0.062885,0.36753,0.012039,-0.3435,0.25192,0.072253,0.1213,0.0014065,0.079929
519,1993-04-01,0.036808,0.42457,0.07519,-0.35517,0.24051,0.078167,0.11823,0.0017729,0.079918
520,1993-05-01,0.059835,0.36358,0.12369,-0.35635,0.22808,0.083981,0.11514,0.0021391,0.079906
521,1993-06-01,0.073913,0.22004,0.15448,-0.34721,0.21466,0.089693,0.11202,0.0025049,0.079895
522,1993-07-01,-0.072961,0.046386,0.16728,-0.32792,0.20027,0.095301,0.10889,0.0028704,0.079883
523,1993-08-01,0.069796,-0.1079,0.16219,-0.29874,0.18501,0.1008,0.10573,0.0032355,0.079872
524,1993-09-01,0.069496,-0.21008,0.13948,-0.26008,0.16897,0.10619,0.10256,0.0036003,0.079861
525,1993-10-01,0.023511,-0.25747,0.099885,-0.21283,0.15225,0.11147,0.099364,0.0039647,0.079849
526,1993-11-01,-0.053953,-0.26422,0.045513,-0.15923,0.13493,0.11664,0.096156,0.0043287,0.079838
527,1993-12-01,0.048291,-0.24159,-0.02105,-0.1019,0.11711,0.1217,0.092932,0.0046923,0.079827
528,1994-01-01,0.021519,-0.18259,-0.095565,-0.043439,0.09888,0.12663,0.089693,0.0050554,0.079815
529,1994-02-01,-0.037617,-0.090974,-0.16842,0.013555,0.080343,0.13145,0.086441,0.005418,0.079804
530,1994-03-01,-0.024495,0.017643,-0.22611,0.066478,0.061588,0.13615,0.083177,0.0057802,0.079793
531,1994-04-01,-0.013632,0.10609,-0.25453,0.11282,0.04271,0.14072,0.079901,0.0061419,0.079782
532,1994-05-01,0.025665,0.132,-0.24035,0.15083,0.023802,0.14517,0.076615,0.006503,0.07977
533,1994-06-01,0.011409,0.07034,-0.17662,0.18049,0.0049576,0.14949,0.07332,0.0068636,0.079759
534,1994-07-01,0.0095583,-0.033178,-0.075518,0.2022,-0.013728,0.15368,0.070017,0.0072237,0.079748
535,1994-08-01,-0.031937,-0.11016,0.046141,0.21636,-0.032167,0.15773,0.066706,0.0075831,0.079737
536,1994-09-01,0.04198,-0.10001,0.17221,0.22339,-0.050288,0.16166,0.063389,0.007942,0.079725
537,1994-10-01,-0.056588,-0.0019429,0.28932,0.22371,-0.06803,0.16544,0.060068,0.0083002,0.079714
538,1994-11-01,0.071721,0.096867,0.3848,0.21777,-0.085355,0.16909,0.056742,0.0086579,0.079703
539,1994-12-01,0.092067,0.14345,0.44595,0.20604,-0.10224,0.1726,0.053413,0.0090148,0.079692
540,1995-01-01,0.038842,0.11328,0.46234,0.18908,-0.11865,0.17597,0.050082,0.0093711,0.079681
541,1995-02-01,-0.11914,0.036952,0.43356,0.16784,-0.13456,0.17919,0.046751,0.0097267,0.07967
542,1995-03-01,-0.12742,-0.047096,0.36593,0.14311,-0.14995,0.18227,0.043419,0.010082,0.079659
543,1995-04-01,-0.11749,-0.11558,0.26688,0.11563,-0.16479,0.1852,0.040089,0.010436,0.079648
544,1995-05-01,-0.094065,-0.172,0.14385,0.086115,-0.17906,0.18797,0.036761,0.010789,0.079637
545,1995-06-01,0.045443,-0.22711,0.0042829,0.055307,-0.19272,0.19059,0.033437,0.011142,0.079626
546,1995-07-01,0.098864,-0.28695,-0.14438,0.023933,-0.20576,0.19306,0.030117,0.011493,0.079615
547,1995-08-01,0.060444,-0.35395,-0.2947,-0.0072764,-0.21814,0.19537,0.026803,0.011844,0.079604
548,1995-09-01,-0.0046446,-0.40149,-0.43924,-0.037591,-0.22984,0.19752,0.023495,0.012195,0.079593
549,1995-10-01,-0.038857,-0.39484,-0.57102,-0.06628,-0.24083,0.19951,0.020196,0.012544,0.079582
550,1995-11-01,0.022345,-0.30425,-0.68509,-0.092614,-0.25109,0.20133,0.016906,0.012892,0.079571
551,1995-12-01,-0.012925,-0.14215,-0.77789,-0.11586,-0.26059,0.20299,0.013627,0.01324,0.07956
552,1996-01-01,0.011543,0.032177,-0.8471,-0.13529,-0.2693,0.20448,0.010358,0.013586,0.079549
553,1996-02-01,-0.014916,0.2266,-0.89068,-0.15018,-0.27721,0.2058,0.0071019,0.013932,0.079538
554,1996-03-01,0.0022181,0.44381,-0.90658,-0.15978,-0.28427,0.20695,0.0038586,0.014277,0.079527
555,1996-04-01,0.022812,0.62113,-0.89255,-0.16361,-0.29047,0.20792,0.00062931,0.014621,0.079516
556,1996-05-01,0.0099522,0.69268,-0.84543,-0.16202,-0.29578,0.20871,-0.0025852,0.014964,0.079506
557,1996-06-01,-0.026743,0.64697,-0.76279,-0.1556,-0.30018,0.20933,-0.0057843,0.015305,0.079495
558,1996-07-01,-0.0074646,0.50671,-0.64656,-0.14494,-0.30368,0.20977,-0.0089674,0.015646,0.079484
559,1996-08-01,0.032247,0.3135,-0.50224,-0.13059,-0.30628,0.21003,-0.012134,0.015986,0.079473
560,1996-09-01,-0.03741,0.10391,-0.33601,-0.11309,-0.30801,0.2101,-0.015284,0.016325,0.079462
561,1996-10-01,0.00068793,-0.13246,-0.15402,-0.092979,-0.30891,0.20999,-0.018416,0.016662,0.079452
562,1996-11-01,0.048172,-0.3905,0.037538,-0.070806,-0.30901,0.2097,-0.021531,0.016999,0.079441
563,1996-12-01,-0.0094385,-0.64899,0.23251,-0.047113,-0.30833,0.20922,-0.024629,0.017334,0.07943
564,1997-01-01,-0.02168,-0.85187,0.42495,-0.022444,-0.30689,0.20855,-0.027709,0.017668,0.07942
565,1997-02-01,-0.047039,-0.93505,0.60984,0.0026578,-0.30474,0.2077,-0.030771,0.018001,0.079409
566,1997-03-01,-0.025518,-0.85359,0.78278,0.027649,-0.3019,0.20666,-0.033815,0.018333,0.079398
567,1997-04-01,-0.020025,-0.64053,0.94033,0.051986,-0.2984,0.20543,-0.036841,0.018664,0.079388
568,1997-05-01,0.027132,-0.34974,1.0792,0.075126,-0.29427,0.20403,-0.039848,0.018993,0.079377
569,1997-06-01,-0.021231,-0.040189,1.1962,0.096524,-0.28955,0.20244,-0.042837,0.019321,0.079367
570,1997-07-01,0.0031773,0.22366,1.2879,0.11564,-0.28427,0.20068,-0.045807,0.019648,0.079356
571,1997-08-01,0.013888,0.43212,1.3512,0.13192,-0.27846,0.19876,-0.048759,0.019974,0.079345
572,1997-09-01,-0.010748,0.61066,1.3828,0.14484,-0.27216,0.19667,-0.051691,0.020299,0.079335
573,1997-10-01,0.0073124,0.78507,1.3793,0.15393,-0.26541,0.19441,-0.054604,0.020622,0.079324
574,1997-11-01,-0.0050892,0.93235,1.337,0.15916,-0.25823,0.192,-0.057498,0.020943,0.079314
575,1997-12-01,0.0067224,1.0009,1.2526,0.16079,-0.25065,0.18944,-0.060372,0.021264,0.079304
576,1998-01-01,-0.01416,0.94664,1.1268,0.15908,-0.24272,0.18673,-0.063226,0.021583,0.079293
577,1998-02-01,0.027665,0.76793,0.96554,0.15432,-0.23445,0.18388,-0.066061,0.0219,0.079283
578,1998-03-01,-0.045686,0.5354,0.77588,0.14678,-0.22587,0.18088,-0.068875,0.022217,0.079272
579,1998-04-01,0.041623,0.2659,0.56485,0.13673,-0.21698,0.17775,-0.07167,0.022531,0.079262
580,1998-05-01,0.084264,-0.042508,0.33947,0.12444,-0.20781,0.17448,-0.074443,0.022845,0.079251
581,1998-06-01,0.061594,-0.37649,0.10678,0.11019,-0.19837,0.17109,-0.077196,0.023156,0.079241
582,1998-07-01,-0.11031,-0.6594,-0.12618,0.09423,-0.18869,0.16758,-0.079929,0.023467,0.079231
583,1998-08-01,-0.011312,-0.81866,-0.3524,0.076848,-0.17877,0.16394,-0.08264,0.023776,0.079221
584,1998-09-01,0.057817,-0.86081,-0.56484,0.058309,-0.16864,0.16019,-0.085331,0.024083,0.07921
585,1998-10-01,0.1137,-0.80876,-0.75743,0.038884,-0.15831,0.15633,-0.088,0.024389,0.0792
586,1998-11-01,0.065389,-0.67386,-0.92817,0.018843,-0.1478,0.15236,-0.090648,0.024693,0.07919
587,1998-12-01,-0.085322,-0.45869,-1.0765,-0.0015429,-0.13713,0.14829,-0.093274,0.024996,0.07918
588,1999-01-01,-0.094148,-0.20803,-1.2022,-0.022003,-0.12631,0.14412,-0.095878,0.025297,0.079169
589,1999-02-01,-0.0059312,0.022482,-1.3051,-0.042268,-0.11536,0.13986,-0.098461,0.025596,0.079159
590,1999-03-01,0.085472,0.22622,-1.3849,-0.062066,-0.1043,0.1355,-0.10102,0.025894,0.079149
591,1999-04-01,0.078737,0.40405,-1.4414,-0.081127,-0.093144,0.13106,-0.10356,0.02619,0.079139
592,1999-05-01,-0.0050621,0.53442,-1.4743,-0.09918,-0.081912,0.12654,-0.10607,0.026484,0.079129
593,1999-06-01,-0.038554,0.58948,-1.4836,-0.11595,-0.070619,0.12194,-0.10857,0.026777,0.079119
594,1999-07-01,-0.096806,0.54451,-1.4696,-0.13123,-0.059284,0.11726,-0.11104,0.027068,0.079109
595,1999-08-01,0.016863,0.40585,-1.4353,-0.14496,-0.047922,0.11252,-0.11349,0.027357,0.079099
596,1999-09-01,0.065203,0.21444,-1.3844,-0.15718,-0.036552,0.10771,-0.11591,0.027645,0.079089
597,1999-10-01,0.11777,0.0044151,-1.3206,-0.16792,-0.025189,0.10284,-0.11831,0.02793,0.079079
598,1999-11-01,0.045534,-0.19149,-1.2475,-0.1772,-0.013853,0.097907,-0.12069,0.028214,0.079069
599,1999-12-01,-0.089805,-0.33129,-1.1687,-0.18506,-0.0025588,0.092925,-0.12304,0.028496,0.079059
600,2000-01-01,-0.12886,-0.37053,-1.0881,-0.19154,0.0086754,0.087894,-0.12537,0.028776,0.079049
601,2000-02-01,0.0059256,-0.28311,-1.0092,-0.19665,0.019833,0.082818,-0.12768,0.029055,0.079039
602,2000-03-01,0.064879,-0.11829,-0.93316,-0.20044,0.030898,0.077702,-0.12996,0.029331,0.079029
603,2000-04-01,0.1165,0.055778,-0.86016,-0.20293,0.041861,0.072549,-0.13222,0.029606,0.079019
604,2000-05-01,0.018377,0.18183,-0.79055,-0.20418,0.052716,0.067364,-0.13445,0.029879,0.079009
605,2000-06-01,-0.015467,0.24622,-0.72463,-0.20422,0.063455,0.062151,-0.13666,0.030149,0.078999
606,2000-07-01,-0.082106,0.24598,-0.66233,-0.20309,0.074071,0.056913,-0.13884,0.030418,0.07899
607,2000-08-01,0.015771,0.18334,-0.60316,-0.20083,0.084557,0.051656,-0.141,0.030685,0.07898
608,2000-09-01,0.054406,0.084875,-0.54987,-0.19749,0.094907,0.046383,-0.14313,0.03095,0.07897
609,2000-10-01,0.0064342,-0.020104,-0.50437,-0.19311,0.10511,0.041099,-0.14524,0.031213,0.07896
610,2000-11-01,-0.031104,-0.12717,-0.46809,-0.18772,0.11517,0.035807,-0.14732,0.031473,0.078951
611,2000-12-01,0.023585,-0.21664,-0.44246,-0.18137,0.12508,0.030512,-0.14938,0.031732,0.078941
612,2001-01-01,-0.019921,-0.19759,-0.42793,-0.17411,0.13483,0.025217,-0.15141,0.031989,0.078931
613,2001-02-01,0.020321,-0.055252,-0.42118,-0.16597,0.14441,0.019928,-0.15342,0.032243,0.078922
614,2001-03-01,-0.02398,0.074657,-0.41816,-0.157,0.15382,0.014648,-0.15539,0.032496,0.078912
615,2001-04-01,0.028896,0.10648,-0.41488,-0.14723,0.16306,0.0093813,-0.15735,0.032746,0.078902
616,2001-05-01,-0.032419,0.14764,-0.40736,-0.13672,0.17211,0.0041321,-0.15927,0.032994,0.078893
617,2001-06-01,0.032502,0.25377,-0.3916,-0.1255,0.18098,-0.0010954,-0.16117,0.03324,0.078883
618,2001-07-01,-0.028896,0.27348,-0.36364,-0.11362,0.18965,-0.0062971,-0.16304,0.033484,0.078874
619,2001-08-01,0.023333,0.16385,-0.32044,-0.10111,0.19813,-0.011469,-0.16489,0.033726,0.078864
620,2001-09-01,0.0066496,0.0082921,-0.26283,-0.088016,0.2064,-0.016607,-0.16671,0.033965,0.078855
621,2001-10-01,-0.017097,-0.15322,-0.1926,-0.074387,0.21446,-0.021706,-0.1685,0.034202,0.078845
622,2001-11-01,0.021253,-0.28801,-0.11153,-0.060261,0.2223,-0.026763,-0.17026,0.034437,0.078836
623,2001-12-01,-0.031411,-0.34116,-0.021404,-0.045681,0.22993,-0.031773,-0.172,0.03467,0.078826
624,2002-01-01,0.045667,-0.33128,0.075701,-0.030687,0.23732,-0.036733,-0.1737,0.0349,0.078817
625,2002-02-01,0.0081629,-0.31037,0.17613,-0.015322,0.24449,-0.041638,-0.17538,0.035128,0.078808
626,2002-03-01,-0.034888,-0.28337,0.27585,0.0003716,0.25141,-0.046484,-0.17704,0.035354,0.078798
627,2002-04-01,-0.086948,-0.24273,0.3708,0.016352,0.25809,-0.051266,-0.17866,0.035577,0.078789
628,2002-05-01,-0.046501,-0.18589,0.45694,0.032577,0.26453,-0.055982,-0.18025,0.035798,0.07878
629,2002-06-01,0.093149,-0.11543,0.53023,0.049005,0.2707,-0.060626,-0.18182,0.036017,0.078771
630,2002-07-01,0.038168,-0.033457,0.58663,0.065593,0.27662,-0.065194,-0.18335,0.036233,0.078761
631,2002-08-01,-0.011604,0.064293,0.62209,0.0823,0.28227,-0.069683,-0.18486,0.036446,0.078752
632,2002-09-01,-0.062754,0.18849,0.63257,0.099083,0.28764,-0.074089,-0.18634,0.036657,0.078743
633,2002-10-01,-0.014754,0.34269,0.61403,0.11588,0.29275,-0.078409,-0.18779,0.036866,0.078734
634,2002-11-01,0.03407,0.42932,0.56254,0.13256,0.29757,-0.082642,-0.18921,0.037072,0.078725
635,2002-12-01,-0.025769,0.35955,0.47653,0.14897,0.30211,-0.086783,-0.1906,0.037276,0.078716
636,2003-01-01,0.026445,0.20486,0.36398,0.16496,0.30636,-0.09083,-0.19196,0.037477,0.078707
637,2003-02-01,-0.037765,0.083513,0.23526,0.18037,0.31031,-0.094781,-0.19329,0.037676,0.078697
638,2003-03-01,0.057339,-0.090434,0.10072,0.19505,0.31398,-0.098632,-0.19459,0.037872,0.078688
639,2003-04-01,-0.015809,-0.29962,-0.029266,0.20885,0.31733,-0.10238,-0.19586,0.038065,0.078679
640,2003-05-01,-0.10217,-0.40929,-0.14435,0.22162,0.32039,-0.10602,-0.19709,0.038256,0.07867
641,2003-06-01,-0.016349,-0.31339,-0.23583,0.2332,0.32313,-0.10956,-0.1983,0.038444,0.078662
642,2003-07-01,0.12889,-0.10105,-0.30166,0.24344,0.32556,-0.11298,-0.19948,0.03863,0.078653
643,2003-08-01,0.052021,0.10905,-0.34146,0.25218,0.32767,-0.1163,-0.20062,0.038813,0.078644
644,2003-09-01,-0.0049404,0.27463,-0.35484,0.25929,0.32947,-0.1195,-0.20174,0.038993,0.078635
645,2003-10-01,-0.1142,0.36769,-0.34145,0.26463,0.33094,-0.12259,-0.20282,0.03917,0.078626
646,2003-11-01,-0.044502,0.35694,-0.30134,0.26829,0.33209,-0.12556,-0.20387,0.039345,0.078617
647,2003-12-01,-0.0065448,0.25513,-0.23667,0.27036,0.33291,-0.12842,-0.20489,0.039517,0.078608
648,2004-01-01,0.059269,0.1101,-0.15497,0.27094,0.33342,-0.13117,-0.20588,0.039686,0.0786
649,2004-02-01,0.018349,-0.034854,-0.065048,0.27012,0.33361,-0.1338,-0.20683,0.039853,0.078591
650,2004-03-01,-0.027065,-0.17326,0.024268,0.26802,0.3335,-0.13631,-0.20776,0.040016,0.078582
651,2004-04-01,0.018332,-0.2917,0.10416,0.26474,0.33308,-0.13872,-0.20865,0.040177,0.078573
652,2004-05-01,-0.0032657,-0.32379,0.16594,0.26037,0.33236,-0.14101,-0.2095,0.040335,0.078565
653,2004-06-01,-0.014961,-0.24025,0.20333,0.25501,0.33134,-0.14319,-0.21033,0.04049,0.078556
654,2004-07-01,0.01602,-0.075499,0.21787,0.24878,0.33002,-0.14527,-0.21112,0.040642,0.078548
655,2004-08-01,-0.016314,0.0729,0.21303,0.24175,0.32842,-0.14724,-0.21188,0.040792,0.078539
656,2004-09-01,0.015673,0.17375,0.1924,0.23389,0.32652,-0.1491,-0.2126,0.040938,0.07853
657,2004-10-01,-0.015426,0.25091,0.15957,0.22515,0.32434,-0.15086,-0.2133,0.041082,0.078522
658,2004-11-01,-0.014322,0.30546,0.11822,0.2155,0.32188,-0.15252,-0.21395,0.041222,0.078513
659,2004-12-01,0.021609,0.33111,0.072057,0.20486,0.31914,-0.15407,-0.21458,0.04136,0.078505
660,2005-01-01,-0.029654,0.34701,0.024012,0.19321,0.31613,-0.15552,-0.21517,0.041494,0.078496
661,2005-02-01,0.040974,0.34186,-0.023664,0.18048,0.31284,-0.15688,-0.21573,0.041626,0.078488
662,2005-03-01,-0.054451,0.30216,-0.06948,0.16663,0.30928,-0.15813,-0.21625,0.041754,0.07848
663,2005-04-01,0.065084,0.24564,-0.11212,0.15161,0.30546,-0.15929,-0.21674,0.041879,0.078471
664,2005-05-01,0.083289,0.18729,-0.15025,0.13538,0.30137,-0.16036,-0.21719,0.042002,0.078463
665,2005-06-01,-0.011308,0.13734,-0.18257,0.11787,0.29703,-0.16132,-0.21761,0.042121,0.078455
666,2005-07-01,-0.10981,0.085599,-0.20775,0.099044,0.29243,-0.1622,-0.21799,0.042237,0.078446
667,2005-08-01,0.0011787,0.017406,-0.22448,0.078852,0.28758,-0.16298,-0.21834,0.04235,0.078438
668,2005-09-01,0.13185,-0.0787,-0.23143,0.057244,0.28248,-0.16368,-0.21865,0.04246,0.07843
669,2005-10-01,0.084394,-0.20618,-0.22734,0.034219,0.27713,-0.16428,-0.21894,0.042567,0.078422
670,2005-11-01,-0.067759,-0.33974,-0.21114,0.0099906,0.27154,-0.16479,-0.21918,0.04267,0.078414
671,2005-12-01,-0.15837,-0.4469,-0.18189,-0.015117,0.26571,-0.16521,-0.2194,0.04277,0.078405
672,2006-01-01,-0.11569,-0.50066,-0.13868,-0.040758,0.25965,-0.16555,-0.21958,0.042867,0.078397
673,2006-02-01,-0.044805,-0.49641,-0.081387,-0.066578,0.25335,-0.1658,-0.21972,0.042961,0.078389
674,2006-03-01,0.059464,-0.43653,-0.013169,-0.092221,0.24682,-0.16596,-0.21984,0.043051,0.078381
675,2006-04-01,0.10347,-0.32378,0.062013,-0.11733,0.24007,-0.16604,-0.21992,0.043139,0.078373
676,2006-05-01,0.19358,-0.16091,0.1402,-0.14155,0.23309,-0.16604,-0.21996,0.043223,0.078365
677,2006-06-01,-0.056176,0.041635,0.21743,-0.16452,0.2259,-0.16595,-0.21998,0.043303,0.078357
678,2006-07-01,-0.20289,0.24456,0.28974,-0.18588,0.21849,-0.16578,-0.21996,0.04338,0.078349
679,2006-08-01,-0.20876,0.41366,0.35316,-0.20528,0.21086,-0.16553,-0.21991,0.043454,0.078341
680,2006-09-01,-0.15877,0.53754,0.40375,-0.22237,0.20303,-0.1652,-0.21983,0.043525,0.078334
681,2006-10-01,-0.044196,0.61104,0.43753,-0.23678,0.19498,-0.16479,-0.21972,0.043593,0.078326
682,2006-11-01,0.14345,0.62931,0.45057,-0.24817,0.18674,-0.1643,-0.21958,0.043657,0.078318
683,2006-12-01,0.20962,0.58952,0.44001,-0.25634,0.17829,-0.16373,-0.2194,0.043718,0.07831
684,2007-01-01,0.14502,0.49968,0.40725,-0.26139,0.16965,-0.16308,-0.2192,0.043776,0.078302
685,2007-02-01,-0.073161,0.37993,0.35509,-0.26348,0.16082,-0.16236,-0.21897,0.04383,0.078295
686,2007-03-01,-0.17033,0.25298,0.28645,-0.26278,0.15179,-0.16156,-0.21871,0.043882,0.078287
687,2007-04-01,-0.17035,0.13992,0.20421,-0.25944,0.14255,-0.16068,-0.21842,0.04393,0.078279
688,2007-05-01,-0.084327,0.049156,0.11127,-0.25362,0.13311,-0.15973,-0.2181,0.043975,0.078272
689,2007-06-01,0.0034646,-0.037781,0.01053,-0.24547,0.12343,-0.15871,-0.21775,0.044017,0.078264
690,2007-07-01,0.11313,-0.14373,-0.095109,-0.23515,0.11353,-0.15761,-0.21738,0.044056,0.078256
691,2007-08-01,0.056119,-0.28287,-0.20275,-0.22282,0.1034,-0.15644,-0.21698,0.044092,0.078249
692,2007-09-01,0.011284,-0.43679,-0.3095,-0.20865,0.093041,-0.1552,-0.21655,0.044124,0.078241
693,2007-10-01,-0.050664,-0.57893,-0.41245,-0.19282,0.082458,-0.15389,-0.21609,0.044154,0.078234
694,2007-11-01,0.0348,-0.67655,-0.50871,-0.17548,0.071655,-0.15251,-0.21561,0.04418,0.078226
695,2007-12-01,0.017427,-0.68213,-0.59538,-0.15681,0.060635,-0.15106,-0.2151,0.044204,0.078219
696,2008-01-01,-0.019294,-0.58173,-0.66973,-0.13697,0.049402,-0.14955,-0.21457,0.044224,0.078212
697,2008-02-01,0.021388,-0.37399,-0.72969,-0.11613,0.037958,-0.14796,-0.21401,0.044242,0.078204
698,2008-03-01,-0.028952,-0.092222,-0.77339,-0.094459,0.026307,-0.14631,-0.21343,0.044256,0.078197
699,2008-04-01,0.038371,0.15317,-0.79891,-0.072128,0.014453,-0.14459,-0.21283,0.044267,0.07819
700,2008-05-01,-0.045308,0.32912,-0.80437,-0.049296,0.0023977,-0.14281,-0.2122,0.044276,0.078182
701,2008-06-01,0.046826,0.50709,-0.78789,-0.02613,-0.0098541,-0.14096,-0.21154,0.044281,0.078175
702,2008-07-01,-0.042584,0.64271,-0.74749,-0.0028679,-0.0223,-0.13905,-0.21087,0.044283,0.078168
703,2008-08-01,-0.030396,0.65109,-0.6812,0.020229,-0.034936,-0.13707,-0.21017,0.044283,0.078161
704,2008-09-01,-0.0018028,0.517,-0.5883,0.042903,-0.047759,-0.13503,-0.20945,0.044279,0.078154
705,2008-10-01,0.018636,0.26965,-0.4732,0.064891,-0.060765,-0.13293,-0.2087,0.044273,0.078146
706,2008-11-01,-0.016862,-0.037233,-0.34158,0.085936,-0.073953,-0.13078,-0.20794,0.044263,0.078139
707,2008-12-01,0.022332,-0.32834,-0.19912,0.10578,-0.087317,-0.12856,-0.20715,0.044251,0.078132
708,2009-01-01,-0.035619,-0.5259,-0.05152,0.12415,-0.10086,-0.12628,-0.20634,0.044236,0.078125
709,2009-02-01,0.00085938,-0.61576,0.095783,0.14081,-0.11456,-0.12394,-0.20552,0.044218,0.078118
710,2009-03-01,0.048474,-0.61016,0.23856,0.15548,-0.12844,-0.12155,-0.20467,0.044197,0.078111
711,2009-04-01,0.1295,-0.52834,0.37404,0.1679,-0.14248,-0.1191,-0.2038,0.044174,0.078104
712,2009-05-01,0.16711,-0.39074,0.49975,0.17782,-0.15668,-0.11659,-0.20292,0.044147,0.078098
713,2009-06-01,0.18269,-0.21603,0.61322,0.18497,-0.17102,-0.11403,-0.20201,0.044118,0.078091
714,2009-07-01,-0.0070328,-0.018192,0.71198,0.18905,-0.18548,-0.11141,-0.20109,0.044086,0.078084
715,2009-08-01,-0.27565,0.17908,0.79356,0.18981,-0.20004,-0.10874,-0.20014,0.044051,0.078077
716,2009-09-01,-0.29169,0.34705,0.8555,0.18694,-0.21467,-0.10602,-0.19918,0.044013,0.07807
717,2009-10-01,-0.14083,0.4741,0.89532,0.18013,-0.2293,-0.10324,-0.19821,0.043973,0.078064
718,2009-11-01,0.089041,0.55087,0.91051,0.1691,-0.24388,-0.10042,-0.19721,0.04393,0.078057
719,2009-12-01,0.41071,0.56674,0.89881,0.15388,-0.25833,-0.097538,-0.1962,0.043884,0.07805
720,2010-01-01,0.43136,0.51384,0.86033,0.13498,-0.2726,-0.094611,-0.19517,0.043835,0.078044
721,2010-02-01,0.436,0.40337,0.79815,0.11305,-0.28663,-0.091635,-0.19413,0.043784,0.078037
722,2010-03-01,0.30437,0.25116,0.71602,0.08871,-0.30034,-0.08861,-0.19307,0.04373,0.07803
723,2010-04-01,0.11433,0.074913,0.61767,0.062607,-0.31369,-0.085538,-0.19199,0.043673,0.078024
724,2010-05-01,-0.056745,-0.10717,0.50684,0.035372,-0.3266,-0.082419,-0.19091,0.043614,0.078017
725,2010-06-01,-0.2315,-0.2769,0.38725,0.0076416,-0.33901,-0.079254,-0.1898,0.043552,0.078011
726,2010-07-01,-0.33256,-0.41605,0.26266,-0.01995,-0.35086,-0.076044,-0.18868,0.043487,0.078005
727,2010-08-01,-0.48256,-0.50644,0.13679,-0.046766,-0.3621,-0.072789,-0.18755,0.04342,0.077998
728,2010-09-01,-0.50144,-0.53256,0.01337,-0.072172,-0.37264,-0.06949,-0.18641,0.04335,0.077992
729,2010-10-01,-0.49578,-0.49206,-0.10405,-0.095532,-0.38244,-0.066149,-0.18525,0.043278,0.077985
730,2010-11-01,-0.4587,-0.39524,-0.21276,-0.11621,-0.39143,-0.062766,-0.18408,0.043203,0.077979
731,2010-12-01,-0.37735,-0.25782,-0.31057,-0.13357,-0.39954,-0.059341,-0.1829,0.043125,0.077973
732,2011-01-01,-0.23724,-0.096603,-0.39588,-0.14698,-0.40672,-0.055875,-0.18171,0.043045,0.077967
733,2011-02-01,-0.023669,0.071551,-0.46723,-0.15581,-0.4129,-0.05237,-0.1805,0.042962,0.077961
734,2011-03-01,0.17807,0.22977,-0.52313,-0.15941,-0.41802,-0.048826,-0.17928,0.042877,0.077954
735,2011-04-01,0.28268,0.36117,-0.56213,-0.15714,-0.42202,-0.045243,-0.17806,0.04279,0.077948
736,2011-05-01,0.30486,0.4489,-0.58275,-0.14834,-0.42487,-0.041624,-0.17682,0.042699,0.077942
737,2011-06-01,0.35933,0.47608,-0.58331,-0.13253,-0.42656,-0.037971,-0.17557,0.042607,0.077936
738,2011-07-01,0.25548,0.43172,-0.56179,-0.1102,-0.42706,-0.034286,-0.17432,0.042512,0.07793
739,2011-08-01,0.081523,0.32912,-0.51852,-0.082479,-0.42635,-0.030572,-0.17305,0.042414,0.077924
740,2011-09-01,-0.079644,0.19031,-0.45721,-0.050654,-0.42443,-0.026831,-0.17178,0.042314,0.077918
741,2011-10-01,-0.24512,0.03803,-0.38223,-0.015994,-0.42126,-0.023065,-0.17049,0.042211,0.077912
